S_SUPPKEY,S_NAME,S_ADDRESS,S_NATIONKEY,S_PHONE,S_ACCTBAL,S_COMMENT
2657,Supplier#000002657,yPbr8IqeYqsj5l4mwKzX,24,34-270-666-7655,9263.88,ts. dolphins above the regular pack
2661,Supplier#000002661,vSX6VPxeqSM9ft8VLbRQxVn,4,14-798-808-1495,3170.7,"d the final, ironic asymptotes. quickly fluffy instructions use. special, regular requests print"
2675,Supplier#000002675,HJFStOu9R5NGPOegKhgbzBdyvrG2yh8w,19,29-474-643-1443,8431.4,ithely express pinto beans. blithely even foxes haggle. furiously regular theodol
2677,Supplier#000002677,QYcr2ZFZEQ F59zKoGJCSHG3j10e9HAqzW,21,31-596-125-8311,4980.7,s nag slyly ironic pinto beans. blithely silent ideas besides the instructions serve quickly bl
2678,Supplier#000002678,nnZNHDMCnZKTm,11,21-411-717-7148,9560.6,"y according to the ironic, regular excuses. blithely slow foxes about the iron"
2679,Supplier#000002679,MaiB0O77I5cCcE9w,4,14-228-859-6923,6030.75,s are slyly. furiously regular mu
2685,Supplier#000002685,OEDQNNMQ6zU2xkppSXM,4,14-996-206-9950,2764.88,in theodolites shall are carefully furiously regular ideas. carefully regular i
2686,Supplier#000002686,HjZjaomwf3GTfTsasFjSZL5J,1,11-817-316-3479,3249.79,mold. blithely unusual instructions impress special deposits; realms
2687,Supplier#000002687,bfA0yTgLN6MHtwVjEknzyZA,18,28-619-694-1343,2141.29,"ies nag after the furiously regular packages. deposits boost according to the ironic, ironic excus"
2688,Supplier#000002688, 4zQf8C1dSQj9yYgZQVhVUFOOm,15,25-926-753-9861,5603.38,"o haggle blithely along the silent, even foxes. special, pending asymptotes along the carefully flu"
2690,Supplier#000002690,"qN7Mezx2P5FOO2A0w,N4fzD1G7d",11,21-547-904-8382,6414.78,ix around the blithely quiet theodolites. quickly pending theodolites cajole furi
2691,Supplier#000002691,WkXzAronS1Gn,5,15-641-370-4866,258.33,s. deposits solve quickly across the unusual acco
2692,Supplier#000002692,1B3q56lLAYJlOR5LGa V,6,16-399-574-8135,5630.8,counts integrate slyly about the furiously unusual packages. final idea
2694,Supplier#000002694,"MA,zH,ZlgwhheYzQdnJyf",15,25-668-762-7939,9185.36,leep. fluffily express instructions against the special instructions use ideas. unusual accounts ac
2696,Supplier#000002696,"jcKZe1I4rY2p7Lg,SV b",21,31-168-339-2310,9393.43,nic courts. regular requests wak
7561,Supplier#000007561,rMcFg2530VC,3,13-520-876-3751,912.09,e regular dependencies. blithely bo
7564,Supplier#000007564,hCfkBoEdgehPDK3LwO7jTYp,2,12-965-161-3745,8103.58,"ithely even instructions. silent, bold deposits boost slyly a"
7566,Supplier#000007566,SBuR3PRFvnBZuKYfA5L051M9k6JgCgs8SnRkt8f,18,28-605-996-4940,882.86,instructions affix slyly express deposit
7567,Supplier#000007567,7W4k2qEVoBkRehprGliXRSYVOQEh,10,20-377-181-7435,8111.4,gular foxes. silent attainments boost furiousl
7571,Supplier#000007571,KaJ0IHl4soF4qSNmjVvPPuI7DITQT,17,27-285-338-2698,7393.4,ng packages. theodolites dazzle fluffil
7573,Supplier#000007573,C2xSsp4M5SFGQo,16,26-754-576-8528,503.29,inst the regular accounts. carefully pending pear
7574,Supplier#000007574,u3JmTCGgom5RD4YLhf2dpDVU6783k,0,10-375-719-8227,8665.98,ntegrate. ideas hinder blithely after the ironic courts. fluffily final deposits nag. slyly p
7575,Supplier#000007575, jyBL3LXVnChHCUo82sBc,6,16-929-131-1821,7182.26,unts. finally bold pinto beans boost across
7576,Supplier#000007576,6KzBGPBzNqnl  ixFx11VZxKSqwe5zxgv MxHEc,12,22-915-376-2026,7291.73,ke furiously furiously final requests. even depo
7582,Supplier#000007582,XhM0z6DsdvpXzo4Xe67e,6,16-246-633-4829,1152.96,nticingly even pinto beans. furiously ironic packages above the thinly
7588,Supplier#000007588,nl9tvg87Zu0u629XtHL6QZAItY9lhLVh,2,12-593-727-5767,4264.44,"ing, express requests haggle carefully regular account"
7591,Supplier#000007591,"UZ0XaTY1BmcDuetGs8d5ACvAWwsiiO8VSE7,jYo5",22,32-433-724-1715,5955.34,ole. slyly blithe pinto beans hang
7592,Supplier#000007592,yXDhufXHnFunWqRlLd,6,16-716-881-4288,358.49,cial packages wake after the slyly regular theodolites. fluffily slow pinto beans a
7595,Supplier#000007595,dION7CYxDKcGUJXDlXG0cReNjjGPoHmylMFSjIe,13,23-824-887-9329,6637.73,n asymptotes wake above the de
7597,Supplier#000007597,DyGVYOJf0YXcazbYP9,6,16-802-291-9574,459.58,g requests sleep quickly alon
7609,Supplier#000007609,g0BgPne9HMFspF,17,27-519-129-1933,6757.33,yly ironic braids. blithely silent dependencies around the furiously bold accounts nag sl
7611,Supplier#000007611,"YPNYx 1KJF0B0,mSQUPXIPH1EjB3yYe,",19,29-260-804-8693,7675.66,se carefully final packages. furiously special packages haggle blithely carefully bol
7612,Supplier#000007612,5NLvvoXI3eSo6mNxSEC9g8Jz,17,27-694-727-6479,5928.13,ic pinto beans across the ironic requests maintain quickly silent ex
7615,Supplier#000007615,nhgM5 SXC95svxqbo57h,1,11-988-945-1706,1135.32,uests? unusual requests wake according to the even grouches. bold requests haggle
7616,Supplier#000007616,"R IovIqzDi3,QHnaqZk1xS4hGAgelhP4yj",3,13-830-310-3200,5353.41,ayers cajole carefully carefully even asymptotes? 
7619,Supplier#000007619,"LF6stms3r,fk8Ap1tRFABWX1oaB4DD9s,eO",20,30-561-375-9120,5845.43,bove the furiously ironic accounts. bold pinto beans slee
7622,Supplier#000007622,eOp0qBjoSvXqZf8Ucghr5ZAQfgL,2,12-685-832-3085,2605.81,usly bold foxes sleep among the blithely re
7624,Supplier#000007624,budqY6iH7JGY0ZAPM2K,4,14-455-556-2580,4151.9, the carefully sly excuses. carefully spec
7626,Supplier#000007626,"a,l0vqnWdjZgZwJWAp,krdNplMivgB",20,30-743-483-8978,4378.34,ld Tiresias cajole slyly requests. final pin
7636,Supplier#000007636,AAFlIZIKyklodxLKfI0x50ZE0O,7,17-630-607-9411,3443.62,quickly ironic packages boost quickly blithely 
7638,Supplier#000007638,eQfz2uMuiR4BefKLZF18rX2ZJeL6,6,16-997-248-3176,-179.15,ss accounts. furiously eve
7640,Supplier#000007640,"5q8,fgMPTbyNIESBILSGTHkp0lwgbV",17,27-921-220-8313,6937.76,uffily regular foxes after the bold requests sleep across the packages. even theodo
7642,Supplier#000007642,"eg,Zn9STku6kl",13,23-978-491-9976,5671.03,ages. furiously ironic instructions breach blithely above the idly ironic requests. accounts
7647,Supplier#000007647,QLqxLzecWn7SZ7Ub1Vcv7E6oRypl,19,29-696-857-6510,2202.37,as cajole blithely express requests. slyly final foxes use furiously bold packa
7651,Supplier#000007651,HHs2bSBnZKmhrEzXF Tj4o6B,23,33-761-193-8351,603.73, even asymptotes wake blithely after the pending instructi
7656,Supplier#000007656,"EM vHZtCNnjNIqIaNLI2ny1B,c5B",20,30-407-816-8421,5681.66,uriously even foxes poach blithely along the silent
7657,Supplier#000007657,z91wl9KLdbdTEUaHIy Fze9oy cavNW,4,14-694-576-1183,9756.3,ts. asymptotes cajole by the fluffily express
2702,Supplier#000002702,9bFADaQgBUF4QdKbfpHo,22,32-484-731-3344,7712.38,nts nag blithely around the furiously 
2705,Supplier#000002705,"Rh6DZOQQ8kO6,NtCMeqTUA3",9,19-514-252-8017,7289.54, ideas are quickly courts. slyly even
2706,Supplier#000002706,"Yio1FNwmjgD8UX9ce40marDkGoML3S,,OX",10,20-887-223-4341,6261.52,"kages are bravely. instructions haggle express, final theodolites. furiously special requests snooze"
2707,Supplier#000002707,"xMXO5KpIsdXt,mJ5",20,30-127-723-4248,9324,tect. carefully regular deposit
2710,Supplier#000002710,n0B8gQQBP0oHY3Sj0,0,10-749-448-5794,4006.2,ully regular requests. sl
2711,Supplier#000002711,"Gs8YnLauQRaIm5kI,DdaNgI8",10,20-404-994-1317,-803.17,ent requests along the carefully sly instr
2714,Supplier#000002714,YaFQe1MulI1kn2 gp8TD16s Ht5IdlBCKV1,12,22-662-530-2565,7591.72,l packages. blithely final frets maintain care
2717,Supplier#000002717,Dv1LGyklog2b17,20,30-642-603-1134,273.61,pinto beans. quickly unusual deposits cajole furiously slyly regular reque
2718,Supplier#000002718,"qAIEvc9S13WI9TtYqU,48gj0",13,23-700-162-8801,9461.04, even deposits use along the deposits. furi
2720,Supplier#000002720,XxB7GKDpnp5Xkdg0zGQrPaOZIKTrK6T5c4,17,27-233-812-2662,6016.99,"kages! slyly regular theodolites about the ironic foxes run across the unusual, express d"
2723,Supplier#000002723,",M8ShKTXyBramz 90ahZXSFpbF16a2JYqPDv",23,33-174-542-2072,4162.42,ress foxes detect along the express packages. accounts sleep blithely alongside of
2724,Supplier#000002724,cMpJhoC2MLoLMAu6FlIisIti0nh5,14,24-215-299-8776,6833.26,"cuses are above the express, regular deposits."
2730,Supplier#000002730,"lIFxR4fzm31C6,muzJwl84z",3,13-102-220-1137,5072.89,posits. pending instructions s
2736,Supplier#000002736,bSUiiXb6pyQXCCHf,18,28-961-417-2503,3369.19,st the silent foxes. slyly bold packages wake furio
2738,Supplier#000002738,"uc,zYilzDQIkEmH8dWYJE9M681TmlEPsdFCtB6NY",11,21-215-533-3433,7685.78,"y even dinos sleep carefully final, final deposits. regular accounts wake sl"
2741,Supplier#000002741,4uly 6P8PPJXCRCcvSPUFWunFVy1XX4C,12,22-600-779-8361,3085.65,y. carefully special accounts be
2746,Supplier#000002746,XUG IMlW5YBIeyv jB5mFUneoHKy,9,19-294-716-7685,6735.4,gainst the silent foxes. blithely special packages are against the pendi
2754,Supplier#000002754,"zw8Vl,Lpglqlbu6xAuNu,T",15,25-682-858-7129,7357.05,symptotes. regular deposits nag. slyly regular deposits above the
2760,Supplier#000002760,"JwaOuD8jdeWmVr6SEnVbF,KpdO6",5,15-554-965-5719,5997.41,aggle carefully final deposits. furiously ironic pinto be
2762,Supplier#000002762,hFPPebJ3MhSGg8Fm8Glvq6rM,1,11-404-694-4902,8039.56,"y ironic ideas cajole slyly according to the ironic, furious deposits. express requests haggle sl"
2766,Supplier#000002766,CPJjKybUHBxm0snUwnwWxfZZLk4sbE4JISVWhr,6,16-684-563-6309,-563.34,ounts. carefully final instructions detect across the furiously ironic pinto beans. foxes haggle qui
2775,Supplier#000002775,yDclaDaBD4ihH,3,13-580-308-4425,6970.23,ly unusual pinto beans haggle fluffily beyond the carefully idle deposits. 
2780,Supplier#000002780,I6AgeoI10 c0N03didb2NhzddiUg,7,17-482-626-4174,664.04,"sual foxes. bold dolphins cajole fluffily even, silent foxes. ironic foxes sleep "
2782,Supplier#000002782,"5bA3KjG,mlOK,G9FavM0UpAK3P8J75Uma",2,12-360-905-4584,3152.07,"s are carefully about the express, even theodolites. special instructio"
2783,Supplier#000002783,rc rAYfUYEGG95YWvE,11,21-174-613-1836,9895.96,ronic foxes cajole slyly against the furiously regular platelets. slyly regular platele
2786,Supplier#000002786," 72f,5VdQ4nVanOO",24,34-864-688-6054,-107.21,ffix furiously ironic excuses
2787,Supplier#000002787,LmMoJPKa9GVlhAPDndICfkPhhjfH1uAYx8e,24,34-670-823-3358,133.11,"refully even, final excuses. fluffily even dependencies haggle requests. quickly ironic"
2788,Supplier#000002788,r6oyjf1YBDaqeyd gQQmw,17,27-994-918-7883,2072.12,"ove the special packages. carefully ironic packages at the final, regular requests run fu"
2793,Supplier#000002793,aJBVO0DwezZsCpS9cD7DwubbGvSON48MGiWW,18,28-445-136-7777,2577.1,"lly ironic theodolites wake furiously regular dependencies. even, regular depos"
7659,Supplier#000007659,"tD9jb Gs6iupLlr5aKoJC,X7yvtzymyvg",9,19-107-670-3911,4649.86,packages according to the express requests cajole slyly carefully final d
7661,Supplier#000007661,OOWmCewsPSL,7,17-325-301-9747,-870.66,posits use above the fluffily ironic ideas. regul
7662,Supplier#000007662,"VGk9AgllnOQ2,yPPk,pfHXJ4NgF2",20,30-162-843-3198,5734.03,arefully express deposits. carefully
7665,Supplier#000007665,"Jk1i, VCplzH21",7,17-191-303-3379,5146.31,he carefully stealthy platelets. slyly ironic foxes use. blit
7666,Supplier#000007666,"qSwWpsWNOrPGl3,Ly O5SOv1Fs3",10,20-135-256-9102,-913.18,ly pending foxes sleep quickly slyly unusual packages! ruthless accounts hang according to the 
7670,Supplier#000007670,2Ucw1ITgpK4,19,29-412-494-6534,3120,thely furiously regular foxes. furiously regular dependencies haggle quickly pend
7671,Supplier#000007671,IZ4jEzEG0hX5F6aHtU,6,16-297-940-9391,9893.4,"s cajole. slyly special asymptotes across the blithely final accounts wake slyly bold, iron"
7672,Supplier#000007672,"GBNVlTf8,1VWZeEmazMtU",15,25-242-730-5044,409.69,y unusual deposits. regular dolphins run along the bold platelets. bold p
7674,Supplier#000007674,"M3PcJmk8WBZEl5NXTYUn0,KGSY7962Tx36r7FM8j",8,18-275-808-6179,5494.96,quests cajole after the carefully pending accounts. slyly unusual deposits
7677,Supplier#000007677,OoTYQdxQyd7NukSaSRv,21,31-794-496-1198,5282.35,"lyly even frets are furiously. daring, even deposits haggle aga"
7678,Supplier#000007678,mcyyz2Gm12MnVDM6 PTJ 0NOb ,9,19-923-359-9505,8498.35, pinto beans-- fluffily quick forges wake above the furious
7679,Supplier#000007679,iof985EIANf1XPdezBY8k,11,21-427-242-2928,5843.92,"final ideas. express instructions haggle carefully. ironic, final instructions sleep c"
7681,Supplier#000007681,"akGJAVkSL4xefhXaMFQitshNbgl33,wn,",4,14-516-840-8296,3572.74,"ke around the express, even accounts: even pinto beans against the bold asymptotes cajole ev"
7683,Supplier#000007683,sAVwu4kVTl3gEpkpFOvq0WYSmlAdB3TM3U,7,17-808-119-1143,6015.7,xpress accounts use carefully ironic pack
7686,Supplier#000007686,kD0dozapw04G,20,30-912-212-6366,4695.11,nic ideas cajole. slyly final sentiments c
7687,Supplier#000007687,rDVqhUFbrOX,8,18-925-876-6611,5733.86,depths hang slyly: permanently final packages ca
7688,Supplier#000007688,d6lpYBVfO6wowoX6P1w7ssjXGWjgm,23,33-598-549-5765,7007.49, accounts haggle alongside of the regular pinto beans. blithely regular patterns wa
7692,Supplier#000007692,"GjRF,y0Drd",14,24-830-130-4500,6377.45,"nding platelets wake blithely special, even multipliers. carefully pend"
7701,Supplier#000007701,"J7,8suS2TWxrNTVDHn3noD",1,11-767-398-7074,5086.74, dolphins are fluffily quickly ironic excuses. care
7704,Supplier#000007704,"mUcN2x,yodhb",24,34-319-784-1592,-92.53,"e. carefully final deposits sleep. bold, special courts about the pinto beans doze furiously flu"
7714,Supplier#000007714,"KsKIPwzy7oojl3 jaifCvdbFuc0,AlkT84Fcv",8,18-793-375-2899,8738.07,sts sleep across the fluffily regul
7715,Supplier#000007715,gZHd7Yzbtv7yb7DYCCAQPJH8FRHTqi6T4w,21,31-668-501-2822,8745.78,"longside of the ironic, express foxes impress blithely ironic accounts. "
7719,Supplier#000007719,eX8YGrnYR4PRdIXXaQh,4,14-999-658-6468,8078.28,y pending requests. carefully silent requests are furiously pending foxes. quickly final p
7720,Supplier#000007720,"ERjXnwOJ1vSklF,yOm66",4,14-733-939-9211,7632.13, against the even packages. slyly special requests sleep. regular f
7724,Supplier#000007724,6IpJsjVfwtw9j,11,21-313-729-9222,-931.66,he blithely ironic excuses. slyly pending requests along the depos
7725,Supplier#000007725,XOi C9s28HqjETNXQBB,6,16-302-143-6532,3554.29,s haggle along the furiously bold deposits. ironic pinto beans about the slyly ironic pin
7728,Supplier#000007728,TXH8rd7zkawQPgqNlazTUFrLpZcpNYgEsTX4viFb,1,11-478-665-9769,-448,theodolites must have to hag
7735,Supplier#000007735,"Fss7BcxB,HlKksNHkmaHP2gHhH6hEWA0Mai",5,15-174-432-4420,4334.32,telets wake after the slyly pending ideas. blithely express tithes haggle furiously ironic packa
7736,Supplier#000007736,BcMatI7xYRA G4lv,1,11-464-772-6240,2940.75,ithely. slyly ironic platelets nag fluffily c
7737,Supplier#000007737,V2Hc 1hH206n R2eGF68 OSLe,17,27-217-636-8480,239.79,nusual asymptotes are furiously carefully speci
7739,Supplier#000007739,"sJhH0TQQyGbrmEaXPQ,LOpwgdG",12,22-952-157-3033,2296.67,"s use quickly final, bold deposits. slyly ironic requests along the fu"
7740,Supplier#000007740,pRf1UWgkERuvA8sqNCIiEEyGajtxo,8,18-282-428-3507,-823.51,"the express foxes. silent, pending theodolites boost slyly slyly final pinto beans: blithely e"
7741,Supplier#000007741,kQDmLOO5Y8R,5,15-487-996-7263,6264.76,beans are around the bold theodolites. furiously unus
7745,Supplier#000007745,jVuyRb0vzpQU yQRSd9bup2qxxmIGX,11,21-521-889-2916,1457.18,s nag after the carefully e
7749,Supplier#000007749,yS8 YrUHktkqqqCL7Od9S,8,18-225-478-7489,6085.95,sts haggle blithely. silent dolphins cajole slyly carefully ironic requests. sl
7750,Supplier#000007750,wtDhjsvnoWBD01XH7ydI,18,28-680-484-7044,6662.89,long the furiously unusual accounts. regular courts cajole fluffi
7751,Supplier#000007751,k3eAPMx7dqlYNOF2C4b8p8yCjTZ5PN,10,20-990-606-7343,1295.46,ntain blithely regular warhorses. ironic pinto beans wake slyly instructions. furiously express
2802,Supplier#000002802,ioeBm2a9ag5MCFn026MUWYP,10,20-649-761-9820,8771.29,l foxes. ironic ideas are after the slyly ironic 
2803,Supplier#000002803,6pUdfifEqaKeD3rScPUlSApW1TbxYlA5NleGhl,1,11-452-177-8866,6214.59,ording to the idly even packages do
2807,Supplier#000002807,"2nGNpyXEobNolKSeuspKvc343Aw,ys",2,12-830-799-6122,8651.48,usly alongside of the daringly 
2810,Supplier#000002810,q17doVYZJqBV,9,19-891-319-1849,6722.74,itaphs use beside the regular theodolites. blithely final deposits use bli
2811,Supplier#000002811,5pvhhUcKa8UmuMWM6brYi,19,29-740-466-9013,6179.66,ly unusual requests haggle a
2814,Supplier#000002814,"VNdgEHJNmxEy,zD",20,30-761-456-1588,407.63,ckly ironic platelets. furiously unusual deposits promise. slyly quick deposi
2816,Supplier#000002816,YUghXeSwJp1K3T5oTIs4aEGkh2u1hecU,16,26-892-838-6204,3051.71,e stealthily. unusual realms use slyly carefully ironic ideas. fluffily even 
2820,Supplier#000002820,Fmb9hufE41cerFFf2DiGF6yfDSe157Koz6S,7,17-358-908-6872,6475.21,Customer Complaintshe slyly
2821,Supplier#000002821,"LnRvBX9m,QKj9jeoNpM5b5V",1,11-556-875-5083,3844.02,ve the furiously special platelets. furiously unusual epitaphs might boost against the 
2826,Supplier#000002826,iSDDxGpc3SRoEIC6rVf4,15,25-339-572-5765,7061.54,ual pinto beans are carefully 
2833,Supplier#000002833,TaAJUhGazS,15,25-391-375-6124,7364.3,es. finally regular accounts sleep carefully above the blithely ironic deposits. sly deposits m
2835,Supplier#000002835,rCYshZ3VTcDy,17,27-999-990-2918,-916.64,"equests are about the slyly even asymptotes. bold, even platel"
2842,Supplier#000002842, yi51SqL7kw7sX0,0,10-908-979-4738,6787.09,"the attainments use slyly according to the ironic, permanent accounts. fluffily unusual accou"
2843,Supplier#000002843,FPBWGrodgNgZ7FZ0pHjDquoJbjflt1h6yP,1,11-544-776-8269,9685.37, furiously final deposits! bold instructions above the even p
2844,Supplier#000002844,"hylGNK,m i9KSia0OTFxN6oE5LXqUP",15,25-459-219-9071,2016.35,sts grow blithely pinto beans. ironic dependencie
2849,Supplier#000002849,9RiwUS 5QfH4hbZ5WAL0ksWRoBP4P0eybuGrw6C,17,27-507-769-5407,1751.62,ctions across the slyly unusual accounts hang carefully at the slyly ironic instructions. slyly iro
2856,Supplier#000002856,"Gu,arFye zY5HBZkjf5yPGnQdMYLuVz3HcA3y",11,21-193-297-9577,3492.83, regular instructions. carefully
2857,Supplier#000002857,"7 Hhv9CYdw,CJJNT",21,31-185-371-1494,5894.5,riously. blithely silent requests affix against the blithely final theodolites. regular dep
2860,Supplier#000002860,fgNgVo75YdY8iaz1gHxxOPuGm0ASGP,15,25-117-806-3906,1274.82,the carefully final foxes are quickly ironic pinto beans. ironic pinto beans nod. final
2861,Supplier#000002861,0q6yjuni0wE5g,18,28-718-572-8605,6821.08,iously regular accounts haggle carefully around the quic
2868,Supplier#000002868,"Y08OgmNLYxvJMmy5iAsbfOH2,Ty03u",16,26-133-738-8771,9111.93, use ironic deposits. blithely special pinto beans above the quickly pending platelets are slyl
